"""name""","""experience""","""domains""","""feedback""","""languages""","""jurisdiction""","""charge""","""disposal_days""","""firm""","""location""","""pro bono""","""demographics""","""gender"""
"""Tanya Mander""","""20""","""Criminal Law Criminal Law Corporate Law""","""2.0""","""malayalam, odia, punjabi""","""Specialized Court""","""119.67920672910232""","""81.12907905242929""","""Kuruvilla""","""Bangalore""","""no""","""Small Businesses""","""female"""
"""Adira Krishnan""","""11""","""Human Rights Law Corporate Law Media Entertainment Law""","""4.0""","""gujarati, kannada, punjabi""","""High Court""","""132.31531668293812""","""113.32797801221014""","""Dey""","""Delhi""","""yes""","""Large Corporations""","""female"""
"""Anya Gopal""","""17""","""Real Estate Law Constitutional Law Media Entertainment Law""","""1.0""","""marathi, urdu""","""District Court""","""214.27140501167068""","""73.28201527487907""","""Kohli Inc""","""Mumbai""","""yes""","""Large Corporations""","""female"""
"""Anahita Tripathi""","""8""","""Tax Law Banking Finance Law Family Law""","""1.0""","""gujarati, punjabi, telugu""","""Supreme Court""","""244.59672502242637""","""63.911922717408""","""Dalal""","""Chennai""","""no""","""Small Businesses""","""female"""
"""Veer Bal""","""4""","""Intellectual Property Law Corporate Law Media Entertainment Law""","""""","""assamese, malayalam, odia""","""Specialized Court""","""330.42759103948424""","""""","""Anand-Barad""","""Delhi""","""no""","""Individuals""","""male"""
"""Samaira Shanker""","""6""","""Civil Law Media Entertainment Law Constitutional Law""","""2.0""","""kannada, odia, telugu""","""Specialized Court""","""83.49278829733205""","""55.88068453190701""","""Rastogi""","""Chennai""","""no""","""Large Corporations""","""female"""
"""Jivin Khare""","""8""","""Family Law Human Rights Law Intellectual Property Law""","""1.0""","""assamese, telugu, urdu""","""High Court""","""276.66129255685007""","""86.93805346690925""","""Sanghvi-Tak""","""Mumbai""","""yes""","""Individuals""","""female"""
"""Gatik Dubey""","""20""","""Intellectual Property Law Real Estate Law Intellectual Property Law""","""4.0""","""bengali, malayalam, punjabi""","""Supreme Court""","""132.1813086138955""","""136.76521693812072""","""Kaur""","""Hyderabad""","""no""","""Large Corporations""","""female"""
"""Zoya Sant""","""3""","""Civil Law Constitutional Law Consumer Protection Law""","""1.0""","""marathi, punjabi, urdu""","""District Court""","""308.28882876428383""","""89.81934670560102""","""Agrawal""","""Chennai""","""yes""","""Individuals""","""female"""
"""Shamik Tripathi""","""16""","""Tax Law Criminal Law Medical Law""","""3.0""","""kannada, malayalam, telugu""","""High Court""","""336.8320755175326""","""73.18848523955626""","""Bhatia""","""Delhi""","""no""","""Individuals""","""male"""
"""Kaira Chana""","""25""","""Banking Finance Law Human Rights Law Labor Law""","""5.0""","""hindi, urdu""","""Supreme Court""","""300.51916544878424""","""89.1390380431981""","""Karnik LLC""","""Bangalore""","""no""","""Small Businesses""","""female"""
"""Jayesh Dugar""","""3""","""Tax Law Human Rights Law Constitutional Law""","""3.0""","""gujarati, marathi, tamil""","""High Court""","""382.23297971523846""","""89.237988170707""","""Dubey-Kothari""","""Hyderabad""","""no""","""Individuals""","""female"""
"""Ishaan Rattan""","""25""","""Family Law Intellectual Property Law Real Estate Law""","""1.0""","""assamese, kannada""","""High Court""","""201.0241599084056""","""92.40974910529675""","""Kale""","""Hyderabad""","""no""","""Large Corporations""","""female"""
"""Suhana Goyal""","""29""","""Medical Law Criminal Law Medical Law""","""2.0""","""bengali, tamil, urdu""","""High Court""","""394.29796623490887""","""99.9339447323943""","""Wagle-Babu""","""Hyderabad""","""yes""","""Individuals""","""male"""
"""Jayan Kata""","""18""","""Family Law Banking Finance Law Consumer Protection Law""","""""","""assamese, bengali, gujarati""","""High Court""","""244.74518676868715""","""""","""Dash""","""Mumbai""","""yes""","""Individuals""","""male"""
"""Uthkarsh Ghosh""","""14""","""Tax Law Criminal Law Real Estate Law""","""3.0""","""hindi, marathi, telugu""","""High Court""","""267.8830242451686""","""115.3132208285519""","""Kapadia-Shankar""","""Delhi""","""yes""","""Individuals""","""male"""
"""Ahana  Kata""","""18""","""Civil Law Banking Finance Law Labor Law""","""4.0""","""hindi, marathi""","""High Court""","""341.6459572674821""","""93.67671426558928""","""Bajaj LLC""","""Kolkata""","""no""","""Large Corporations""","""female"""
"""Hiran Dada""","""2""","""Consumer Protection Law Constitutional Law Criminal Law""","""2.0""","""assamese, bengali, tamil""","""High Court""","""58.26127279965078""","""100.90191069602706""","""Raja Group""","""Kolkata""","""yes""","""Large Corporations""","""male"""
"""Ishita Bains""","""22""","""Criminal Law Environmental Law Human Rights Law""","""3.0""","""hindi, tamil, telugu""","""District Court""","""344.29739963911175""","""80.57775900366536""","""Mander Ltd""","""Kolkata""","""yes""","""Large Corporations""","""female"""
"""Dhruv Dayal""","""3""","""Constitutional Law Real Estate Law Family Law""","""4.0""","""bengali, malayalam, marathi""","""Specialized Court""","""328.36331708245194""","""109.295732054933""","""Warrior-Deo""","""Bangalore""","""yes""","""Individuals""","""male"""
"""Zaina Tripathi""","""16""","""Environmental Law Consumer Protection Law Family Law""","""1.0""","""gujarati, kannada, telugu""","""District Court""","""189.43120253897595""","""86.14421386780403""","""Bawa Inc""","""Chennai""","""no""","""Small Businesses""","""female"""
"""Samarth Sodhi""","""29""","""Human Rights Law Criminal Law Human Rights Law""","""4.0""","""hindi, marathi, tamil""","""High Court""","""88.60742820477026""","""94.16328770240298""","""Ratti""","""Chennai""","""yes""","""Large Corporations""","""male"""
"""Himmat Lad""","""9""","""Corporate Law Tax Law Human Rights Law""","""3.0""","""malayalam, marathi, telugu""","""High Court""","""90.9209524608685""","""76.00340884219337""","""Jani""","""Chennai""","""no""","""Individuals""","""male"""
"""Rasha Devi""","""4""","""Environmental Law Civil Law Intellectual Property Law""","""3.0""","""bengali, hindi, odia""","""District Court""","""465.45068614335287""","""75.0460256039681""","""Ramesh LLC""","""Bangalore""","""no""","""Large Corporations""","""female"""
"""Lavanya Sethi""","""1""","""Intellectual Property Law Immigration Law Medical Law""","""""","""marathi, punjabi, urdu""","""District Court""","""360.1756945516267""","""""","""Gole Group""","""Kolkata""","""no""","""Small Businesses""","""female"""
"""Seher Tata""","""4""","""Labor Law Immigration Law Real Estate Law""","""4.0""","""malayalam, tamil""","""Specialized Court""","""107.19617619683318""","""83.3458975468892""","""Suri""","""Hyderabad""","""yes""","""Individuals""","""male"""
"""Eshani Andra""","""1""","""Intellectual Property Law Criminal Law Media Entertainment Law""","""4.0""","""kannada, punjabi""","""District Court""","""210.52542618900785""","""77.19265368743434""","""Rao and Sons""","""Chennai""","""no""","""Large Corporations""","""female"""
"""Arnav Bahl""","""14""","""Labor Law Media Entertainment Law Human Rights Law""","""1.0""","""marathi, tamil, urdu""","""Specialized Court""","""316.6173472557184""","""80.35224986959454""","""Dass LLC""","""Hyderabad""","""no""","""Large Corporations""","""male"""
"""Lagan Jhaveri""","""21""","""Civil Law Banking Finance Law Environmental Law""","""4.0""","""gujarati, kannada, punjabi""","""High Court""","""426.0072672907919""","""100.48429607576132""","""Anne""","""Hyderabad""","""no""","""Small Businesses""","""male"""
"""Aaryahi Devan""","""16""","""Medical Law Tax Law Tax Law""","""1.0""","""gujarati, hindi, tamil""","""Supreme Court""","""69.64741792085384""","""80.56443208194584""","""Uppal-Upadhyay""","""Bangalore""","""yes""","""Large Corporations""","""female"""
"""Indrans Venkataraman""","""20""","""Media Entertainment Law Environmental Law Human Rights Law""","""2.0""","""assamese, gujarati, marathi""","""Supreme Court""","""156.484909161504""","""88.23517602596753""","""Chaudhary LLC""","""Bangalore""","""no""","""Individuals""","""male"""
"""Rania Salvi""","""24""","""Labor Law Intellectual Property Law Corporate Law""","""3.0""","""assamese, marathi, odia""","""Supreme Court""","""450.387045632921""","""90.22541625430644""","""Master LLC""","""Delhi""","""no""","""Individuals""","""female"""
"""Jivin Mangal""","""8""","""Family Law Banking Finance Law Corporate Law""","""2.0""","""bengali, gujarati, odia""","""Supreme Court""","""54.12449758271742""","""61.23976670984551""","""Barad-Thakkar""","""Chennai""","""no""","""Small Businesses""","""female"""
"""Shamik Mahal""","""7""","""Consumer Protection Law Labor Law Corporate Law""","""5.0""","""assamese, tamil, urdu""","""High Court""","""140.62959625724932""","""67.93310391939723""","""Mander-Mannan""","""Kolkata""","""yes""","""Small Businesses""","""male"""
"""Indranil Sidhu""","""3""","""Constitutional Law Labor Law Intellectual Property Law""","""""","""malayalam, punjabi, telugu""","""Supreme Court""","""481.5608791878347""","""""","""Yohannan""","""Mumbai""","""no""","""Small Businesses""","""male"""
"""Pihu Dutt""","""17""","""Constitutional Law Constitutional Law Banking Finance Law""","""5.0""","""odia, punjabi, urdu""","""District Court""","""326.030830934977""","""78.94455958270954""","""Gaba PLC""","""Bangalore""","""no""","""Individuals""","""female"""
"""Vanya Tandon""","""1""","""Family Law Immigration Law Media Entertainment Law""","""1.0""","""assamese, bengali, odia""","""District Court""","""167.7521149868779""","""105.85087366920628""","""Aurora-Bansal""","""Hyderabad""","""no""","""Small Businesses""","""male"""
"""Advik Jhaveri""","""16""","""Consumer Protection Law Criminal Law Constitutional Law""","""4.0""","""assamese, marathi, punjabi""","""Supreme Court""","""80.14599247813142""","""104.50210656375816""","""Rege""","""Delhi""","""no""","""Large Corporations""","""male"""
"""Taran Zacharia""","""12""","""Banking Finance Law Labor Law Environmental Law""","""2.0""","""odia, telugu, urdu""","""District Court""","""62.68610320124997""","""100.78752999533155""","""Bhat-Ramaswamy""","""Mumbai""","""no""","""Large Corporations""","""male"""
"""Mannat Dada""","""27""","""Real Estate Law Criminal Law Civil Law""","""2.0""","""hindi, marathi, tamil""","""Specialized Court""","""160.13528583661727""","""117.29657680968896""","""Lal-Chakrabarti""","""Bangalore""","""yes""","""Individuals""","""male"""
"""Nakul Chana""","""19""","""Banking Finance Law Constitutional Law Banking Finance Law""","""2.0""","""bengali, kannada, punjabi""","""High Court""","""446.6686188150097""","""88.75366008385225""","""Balan and Sons""","""Delhi""","""yes""","""Large Corporations""","""male"""
"""Ishaan Soni""","""22""","""Medical Law Immigration Law Real Estate Law""","""2.0""","""gujarati, urdu""","""Supreme Court""","""237.1611444338793""","""99.7332288885576""","""Ramanathan""","""Hyderabad""","""no""","""Small Businesses""","""female"""
"""Dharmajan Mand""","""23""","""Environmental Law Corporate Law Environmental Law""","""5.0""","""assamese, odia, tamil""","""Supreme Court""","""374.1500161246968""","""81.23398535105953""","""Yohannan""","""Chennai""","""no""","""Large Corporations""","""male"""
"""Advika Tata""","""22""","""Medical Law Environmental Law Consumer Protection Law""","""2.0""","""gujarati, hindi, telugu""","""High Court""","""463.228265920981""","""126.78554869303083""","""Sarkar and Sons""","""Delhi""","""no""","""Small Businesses""","""female"""
"""Ehsaan Varma""","""14""","""Civil Law Civil Law Real Estate Law""","""""","""hindi, marathi, urdu""","""District Court""","""233.61820772126748""","""""","""Cherian-De""","""Bangalore""","""no""","""Large Corporations""","""female"""
"""Zain Saini""","""6""","""Environmental Law Civil Law Environmental Law""","""5.0""","""assamese, malayalam, marathi""","""High Court""","""136.07481696682868""","""90.17820651776688""","""Wadhwa Ltd""","""Chennai""","""no""","""Individuals""","""female"""
"""Vihaan Rau""","""6""","""Real Estate Law Labor Law Tax Law""","""2.0""","""malayalam, marathi""","""High Court""","""282.7030688856138""","""95.79879344857788""","""Raja""","""Hyderabad""","""no""","""Small Businesses""","""female"""
"""Anay Bajaj""","""13""","""Media Entertainment Law Civil Law Medical Law""","""1.0""","""assamese, kannada, telugu""","""District Court""","""458.6376591769345""","""110.38946399047208""","""Lanka-Chahal""","""Kolkata""","""yes""","""Large Corporations""","""female"""
"""Jayant Gandhi""","""19""","""Real Estate Law Human Rights Law Environmental Law""","""3.0""","""assamese, marathi, urdu""","""High Court""","""411.9684863619653""","""87.79290742778839""","""Anne Ltd""","""Delhi""","""no""","""Individuals""","""male"""
"""Zoya Mann""","""22""","""Intellectual Property Law Media Entertainment Law Media Entertainment Law""","""3.0""","""odia, telugu, urdu""","""District Court""","""79.62342951341921""","""80.15063893800443""","""Goyal-Kala""","""Mumbai""","""no""","""Large Corporations""","""female"""
"""Rania Sahota""","""8""","""Tax Law Environmental Law Environmental Law""","""3.0""","""bengali, punjabi, urdu""","""District Court""","""361.6577600349118""","""103.10984626510324""","""Shah-Chandra""","""Hyderabad""","""yes""","""Individuals""","""female"""
"""Dhruv Kurian""","""27""","""Intellectual Property Law Banking Finance Law Banking Finance Law""","""5.0""","""gujarati, malayalam, punjabi""","""High Court""","""307.3538851065292""","""91.17658869125503""","""Devi""","""Chennai""","""yes""","""Large Corporations""","""male"""
"""Himmat Sharaf""","""27""","""Tax Law Corporate Law Environmental Law""","""2.0""","""gujarati, telugu, urdu""","""Specialized Court""","""458.3584293558915""","""92.7449167446789""","""Talwar-Bedi""","""Hyderabad""","""yes""","""Small Businesses""","""male"""
"""Ela Iyer""","""2""","""Medical Law Environmental Law Family Law""","""5.0""","""assamese, hindi, marathi""","""District Court""","""105.11663758263376""","""77.48592985398052""","""Thakkar-Sahota""","""Chennai""","""yes""","""Small Businesses""","""female"""
"""Jayan Sha""","""21""","""Corporate Law Human Rights Law Banking Finance Law""","""""","""punjabi, telugu""","""High Court""","""290.3162509420955""","""""","""Yogi Ltd""","""Hyderabad""","""no""","""Small Businesses""","""male"""
"""Amani Lal""","""1""","""Medical Law Medical Law Media Entertainment Law""","""1.0""","""hindi, kannada, odia""","""District Court""","""445.75821208035154""","""93.54213614818651""","""Grewal-Krishnan""","""Kolkata""","""yes""","""Small Businesses""","""female"""
